# event_dt: 2020-01-02T120000Z
# instr_id: i4
# tag_abbr:
#     - e2
#     - b2
#     - day
Rel. Time;Date;Time;Altitude (gpm);Wind Direction (°);Wind Velocity (m/s);Pressure (hPa);Temperature (°C);Humidity (%);Dewpoint (°C);Ozone (nbar);Ozone normalized (nbar);Pump Temperature (K);I ECC cells (uA);Level Flag;LAT (°);LON (°);ALT (m);STA;SAT;HDOP (m);VDOP (m);GPS Jamming;Battery Voltage (v);Transmitter Voltage (V);FSM state;Error Flag;DIST (m);ALD (m);AZI (°);ELE (°);CR (m/s);U_ref;T_REF (°C);T_A3 (°C);T_10 (°C);V-Corr (°C);T_CH (°C);T_HY50 (°C);DP_HY50 (°C);RH_HY50 (%);RH_MAX (%);RH_HY50_OUTS;TAU_INC;TAU_DEC;RH_HY50_K_LIM;DP_HY50_K
63;19.11.19;10:56:57.0;819.01258;53.9007;7.71885;920.4185;1.59753;82.20238;-1.10309;;;;;;46.810345;6.937872;819.02249;5312.0;12.0;0.53;8.3;16.13269;2790.77175;1095.31688;7.0;8062.79066;166.51623;367.89663;283.37406;63.07902;5.25465;46298.1;24.09137;1.81801;;-0.22048;2.4392;2.83447;-1.07068;73.58116;100.0;82.20238;0.31404;0.37788;82.20238;-1.10309
64;19.11.19;10:56:58.0;824.38815;53.52416;7.73836;919.80488;1.56738;82.35978;-1.11234;;;;;;46.810301;6.937782;824.39882;5312.0;12.0;0.53;8.3;16.05394;2790.69222;1095.47437;7.0;7423.14047;172.07815;375.21203;281.21937;62.69614;5.37563;46298.1;24.0914;1.78799;;-0.2206;2.47501;2.85619;-1.06417;73.61972;100.0;82.35978;0.31501;0.37891;82.35978;-1.11234
65;19.11.19;10:56:59.0;829.89729;53.26678;7.74788;919.17637;1.53361;82.43605;-1.1235;;;;;;46.810255;6.937684;829.90875;5312.0;12.0;0.53;8.3;16.0;2790.61269;1095.63186;7.0;6783.49028;178.56433;383.08306;279.16849;62.21679;5.50993;46298.14473;24.09105;1.75434;;-0.22073;2.52079;2.8779;-1.09301;73.45872;100.0;82.43605;0.3161;0.38007;82.43605;-1.1235
66;19.11.19;10:57:00.0;835.48598;53.06362;7.75311;918.53914;1.50581;82.42923;-1.16157;;;;;;46.810208;6.937581;835.49824;5312.0;12.0;0.53;8.3;16.0;2790.53316;1095.78935;7.0;6143.84009;185.5745;391.30372;277.19427;61.69262;5.58815;46298.35895;24.08555;1.72667;;-0.22086;2.54772;2.89961;-1.12765;73.26319;100.0;82.42923;0.317;0.38102;82.42923;-1.16157
67;19.11.19;10:57:01.0;840.85083;52.95539;7.7537;917.92775;1.44841;82.33927;-1.22116;;;;;;46.81016;6.93748;840.86389;5312.0;12.0;0.53;8.3;16.0;2790.45363;1095.94685;7.0;5504.1899;192.65004;399.38268;275.30511;61.16838;5.3658;46298.3706;24.08368;1.6694;;-0.22098;2.48131;2.91864;-1.20374;72.83195;100.0;82.33927;0.31887;0.383;82.33927;-1.22116
68;19.11.19;10:57:02.0;845.60679;52.96536;7.75113;917.38599;1.40524;82.17464;-1.29922;;;;;;46.810112;6.937387;845.62055;5312.0;12.0;0.53;8.3;16.0;2790.37411;1096.10434;7.0;4864.5397;199.25121;406.76109;273.59475;60.67356;4.78459;46298.03804;24.09644;1.62635;;-0.22111;2.38478;2.93767;-1.27633;72.41854;100.0;82.17464;0.32029;0.3845;82.17464;-1.29922
69;19.11.19;10:57:03.0;849.9583;53.05878;7.74964;916.89049;1.34898;81.93784;-1.37875;;;;;;46.810062;6.937301;849.97271;5312.0;12.0;0.53;8.3;16.0;2790.29458;1096.26183;7.0;4224.88951;205.49981;413.60922;271.92955;60.21826;4.35216;46297.85308;24.09884;1.57022;;-0.22124;2.18326;2.95579;-1.32238;72.17823;100.0;81.93784;0.32214;0.38646;81.93784;-1.37875
70;19.11.19;10:57:04.0;854.36877;53.24637;7.75402;916.38854;1.38589;81.64305;-1.40774;;;;;;46.810011;6.937227;854.38384;5312.0;12.0;0.53;8.3;16.0;2790.21505;1096.41932;7.0;3585.23932;211.06985;420.21621;270.34901;59.8562;4.41048;46298.11514;24.09212;1.60726;;-0.22136;2.13978;2.96149;-1.39994;71.8359;100.0;81.64305;0.32092;0.38517;81.64305;-1.40774
71;19.11.19;10:57:05.0;859.15431;53.51923;7.77077;915.84416;1.32559;81.32682;-1.50175;;;;;;46.809964;6.937163;859.17012;5312.0;12.0;0.53;8.3;16.0;2790.13552;1096.57682;7.0;2945.58913;215.83848;426.77387;268.95628;59.61989;4.78277;46298.37856;24.08415;1.54708;;-0.22149;1.99221;2.94394;-1.50377;71.40178;100.0;81.32682;0.32291;0.38728;81.32682;-1.50175
72;19.11.19;10:57:06.0;864.16336;53.83107;7.80081;915.27462;1.31111;81.03123;-1.59335;;;;;;46.809918;6.937107;864.17994;5312.0;12.0;0.53;8.3;16.0;2790.05599;1096.73431;7.0;2305.93894;220.32578;433.36882;267.64312;59.44264;5.00982;46298.4;24.08204;1.53273;;-0.22162;1.91843;2.92173;-1.62827;70.90264;100.0;81.03123;0.32339;0.38778;81.03123;-1.59335
73;19.11.19;10:57:07.0;868.96975;54.15866;7.84631;914.72837;1.22896;80.8341;-1.66036;;;;;;46.809877;6.937051;868.98708;5312.0;12.0;0.53;8.3;16.0;2789.93058;1096.8918;7.0;1666.28875;224.84884;439.82323;266.50922;59.25097;4.81002;46298.37591;24.08684;1.4507;;-0.22175;1.92871;2.85169;-1.74252;70.55846;100.0;80.8341;0.32614;0.39068;80.8341;-1.66036
74;19.11.19;10:57:08.0;873.86971;54.46644;7.91608;914.17175;1.26212;80.7344;-1.71246;;;;;;46.80984;6.936991;873.88781;5312.0;12.0;0.53;8.3;16.0;2789.69606;1096.92504;7.0;1026.63856;229.70211;446.52798;265.57264;59.03556;4.90073;46298.25405;24.08832;1.48399;;-0.22187;2.01283;2.75987;-1.82301;70.4559;100.0;80.7344;0.32503;0.3895;80.7344;-1.71246
75;19.11.19;10:57:09.0;879.32055;54.76024;7.99583;913.55282;1.15572;80.71596;-1.77541;;;;;;46.809808;6.936922;879.33951;5426.95422;12.0;0.5415;8.3;16.0;2789.46154;1096.68556;7.0;386.98837;235.25769;454.05964;264.79239;58.78993;5.44394;46298.51902;24.07845;1.37772;;-0.222;1.87687;2.66546;-1.85829;70.63167;100.0;80.71596;0.32861;0.39328;80.71596;-1.77541
76;19.11.19;10:57:10.0;885.2993;54.9992;8.09218;912.87425;1.07196;80.83128;-1.83907;;;;;;46.809778;6.936844;885.31923;5393.58698;12.0;0.53816;8.3;16.0;2789.22702;1096.44608;7.0;0.0;241.45878;462.37706;264.14398;58.51997;5.97546;46298.6368;24.07938;1.2941;;-0.22213;1.83003;2.57081;-1.84317;71.1229;100.0;80.83128;0.33147;0.39628;80.83128;-1.83907
77;19.11.19;10:57:11.0;891.31541;55.15716;8.20694;912.19172;1.00297;80.99916;-1.88223;;;;;;46.809751;6.936763;891.33631;5312.0;12.0;0.53;8.3;16.0;2788.9925;1096.20659;7.0;0.0;247.87938;471.03708;263.5912;58.20795;6.10784;46298.43743;24.08191;1.22525;;-0.22228;1.80667;2.4785;-1.85477;71.48126;100.0;80.99916;0.33384;0.39877;80.99916;-1.88223
78;19.11.19;10:57:12.0;897.18823;55.24336;8.3326;911.52585;0.94165;81.18457;-1.9192;;;;;;46.809723;6.936675;897.2101;5312.0;12.0;0.53;8.3;16.12996;2788.75797;1095.96711;7.0;0.0;254.91579;479.71963;263.06953;57.86758;5.95097;46298.23805;24.08839;1.16408;;-0.22243;1.87859;2.39582;-1.90156;71.65979;100.0;81.18457;0.33597;0.40099;81.18457;-1.9192
79;19.11.19;10:57:13.0;903.28445;55.21825;8.46873;910.83503;0.90082;81.37075;-1.94103;;;;;;46.809693;6.936577;903.30733;5312.0;12.0;0.53;8.3;16.28864;2788.52345;1095.72763;7.0;0.0;262.75606;488.92901;262.5312;57.49136;6.09723;46298.03868;24.09757;1.12341;;-0.22258;1.9505;2.30753;-1.95286;71.81002;100.0;81.37075;0.33739;0.40249;81.37075;-1.94103
80;19.11.19;10:57:14.0;909.54411;55.1051;8.60926;910.12605;0.84272;81.5626;-1.9445;;;;;;46.809658;6.936475;909.56805;5312.0;12.0;0.53;8.3;16.44732;2788.28893;1095.48815;7.0;0.0;271.12133;498.70793;261.94292;57.06963;6.25764;46298.04456;24.09834;1.06546;;-0.22274;1.98745;2.17448;-1.97682;72.09773;100.0;81.5626;0.33943;0.40462;81.5626;-1.9445
81;19.11.19;10:57:15.0;915.64807;54.91947;8.7495;909.43513;0.82449;81.77327;-1.94295;;;;;;46.809621;6.936369;915.67304;5312.0;12.0;0.53;8.3;16.606;2788.05441;1095.24866;7.0;0.0;279.61633;508.47477;261.33319;56.63821;6.10499;46298.09983;24.0966;1.04738;;-0.22289;2.01857;2.06665;-1.96728;72.51811;100.0;81.77327;0.34007;0.40529;81.77327;-1.94295
82;19.11.19;10:57:16.0;921.12306;54.67541;8.88764;908.81575;0.73341;82.01189;-1.95207;;;;;;46.80958;6.936262;921.14897;5312.0;12.0;0.53;8.3;16.76468;2787.81989;1095.00918;7.0;0.0;288.32379;517.97439;260.68228;56.1547;5.74122;46298.1;24.09499;0.95643;;-0.22302;1.90713;2.01659;-1.96734;72.81953;100.0;82.01189;0.34331;0.40866;82.01189;-1.95207
83;19.11.19;10:57:17.0;926.1297;54.35933;9.01745;908.24964;0.73491;82.27237;-1.95306;;;;;;46.809533;6.93615;926.15648;5312.0;12.0;0.53;8.3;16.92336;2787.58537;1094.7697;7.0;0.0;297.59291;527.29171;259.95616;55.6248;5.24142;46298.03271;24.08823;0.95805;;-0.22315;1.84368;1.94985;-1.96774;73.08333;100.0;82.27237;0.34326;0.40861;82.27237;-1.95306
84;19.11.19;10:57:18.0;930.85367;54.0007;9.13813;907.71574;0.65665;82.53957;-1.9583;;;;;;46.809481;6.936035;930.88128;5312.0;12.0;0.53;8.3;17.08204;2787.35084;1094.53021;7.0;0.0;307.22954;536.55195;259.17846;55.07112;4.7248;46297.83082;24.09071;0.87993;;-0.22327;1.94621;1.95382;-1.96989;73.29098;100.0;82.53957;0.34607;0.41153;82.53957;-1.9583
85;19.11.19;10:57:19.0;935.41626;53.61826;9.24777;907.20025;0.60718;82.79644;-1.97009;;;;;;46.809426;6.935922;935.44467;5312.0;12.0;0.53;8.3;17.24072;2787.11632;1094.29073;7.0;0.0;316.84193;545.81973;258.3899;54.51847;4.56633;46297.9;24.08603;0.83058;;-0.2234;1.81073;1.95301;-1.95234;73.56936;100.0;82.79644;0.34787;0.4134;82.79644;-1.97009
86;19.11.19;10:57:20.0;940.3143;53.21709;9.34182;906.64708;0.55771;83.02745;-1.98188;;;;;;46.809368;6.935813;940.34359;5312.0;12.0;0.53;8.3;17.3994;2786.71933;1094.05125;7.0;0.0;326.28621;555.31698;257.57908;54.01731;4.89527;46297.8624;24.0807;0.78124;;-0.22352;1.78406;2.00336;-1.94099;73.8;100.0;83.02745;0.34967;0.41527;83.02745;-1.98188
87;19.11.19;10:57:21.0;945.49296;52.80969;9.42907;906.06249;0.51632;83.22523;-1.98945;;;;;;46.809308;6.935707;945.52318;5312.0;12.0;0.53;8.3;17.55808;2786.16245;1094.0;7.0;0.0;335.64802;565.03662;256.76277;53.55629;5.17888;46297.8;24.07755;0.73996;;-0.22365;1.58743;2.00879;-1.97231;73.8;100.0;83.22523;0.35117;0.41684;83.22523;-1.98945
88;19.11.19;10:57:22.0;951.00791;52.39801;9.49542;905.44026;0.47969;83.40892;-1.99855;;;;;;46.809243;6.935602;951.03913;5312.0;12.0;0.53;8.3;17.71676;2785.60557;1094.0;7.0;0.0;345.17257;575.1026;255.89073;53.12515;5.51595;46297.8;24.07883;0.70346;;-0.22377;1.59123;1.95839;-2.02841;73.67903;100.0;83.40892;0.35252;0.41824;83.40892;-1.99855
89;19.11.19;10:57:23.0;956.62403;51.98424;9.55163;904.8069;0.40678;83.60412;-2.03156;;;;;;46.809177;6.935505;956.65628;5312.0;12.0;0.53;8.3;17.87544;2785.04869;1094.0;7.0;0.0;354.13228;585.01691;255.03591;52.75251;5.69353;46297.8;24.08729;0.63068;;-0.2239;1.44949;1.88009;-2.076;73.6222;100.0;83.60412;0.35522;0.42104;83.60412;-2.03156
90;19.11.19;10:57:24.0;962.08751;51.51541;9.56943;904.19109;0.35459;83.82693;-2.05011;;;;;;46.809113;6.935413;962.12077;5422.27467;12.0;0.54103;8.3;17.83204;2784.49181;1094.0;7.0;0.0;362.72957;594.56547;254.23581;52.41322;5.53793;46298.09867;24.08227;0.57862;;-0.22403;1.46171;1.77309;-2.07248;73.88048;100.0;83.82693;0.35717;0.42305;83.82693;-2.05011
91;19.11.19;10:57:25.0;967.11314;51.01425;9.56465;903.62491;0.31301;84.0787;-2.06312;;;;;;46.809054;6.935325;967.14734;5512.0;12.0;0.55;8.3;17.05086;2783.93492;1094.0;7.0;0.0;371.03501;603.64767;253.54284;52.07356;5.03262;46298.39505;24.07895;0.53718;;-0.22416;1.4486;1.69254;-2.07827;74.08137;100.0;84.0787;0.35873;0.42466;84.0787;-2.06312
92;19.11.19;10:57:26.0;971.64602;50.51309;9.55988;903.1144;0.22645;84.34597;-2.08731;;;;;;46.809001;6.935239;971.68107;5406.07191;12.0;0.53941;8.3;16.26967;2783.37804;1094.0;7.0;0.0;379.23364;612.27118;252.96968;51.72956;4.53513;46298.34071;24.07592;0.45074;;-0.22429;1.5428;1.70768;-2.08167;74.28329;100.0;84.34597;0.36201;0.42804;84.34597;-2.08731
93;19.11.19;10:57:27.0;976.56536;50.01192;9.55511;902.56051;0.16779;84.60546;-2.10283;;;;;;46.808948;6.935148;976.60134;5312.0;12.0;0.53;8.3;15.48848;2782.82116;1094.0;7.0;0.0;387.46768;621.32304;252.43781;51.41034;4.59975;46298.32725;24.08016;0.39221;;-0.22442;1.5202;1.6233;-2.08882;74.44162;100.0;84.60546;0.36425;0.43035;84.60546;-2.10283
94;19.11.19;10:57:28.0;981.96701;49.51076;9.55034;901.95262;0.12131;84.8543;-2.10558;;;;;;46.808899;6.935053;982.00403;5312.0;12.0;0.53;8.3;14.70729;2782.26428;1094.0;7.0;0.0;395.90556;630.84279;252.00269;51.11971;4.92351;46298.30237;24.07632;0.34586;;-0.22455;1.50242;1.60099;-2.10111;74.54024;100.0;84.8543;0.36604;0.43219;84.8543;-2.10558
95;19.11.19;10:57:29.0;987.36866;49.0096;9.54557;901.34513;0.09489;85.08862;-2.10989;;;;;;46.808852;6.934957;987.40671;5312.0;12.0;0.53;8.3;13.9261;2781.7074;1094.0;7.0;0.0;404.44247;640.36254;251.61457;50.82908;5.24728;46298.06104;24.07568;0.31956;;-0.22467;1.43223;1.5416;-2.10981;74.64008;100.0;85.08862;0.36706;0.43325;85.08862;-2.10989
96;19.11.19;10:57:30.0;992.88395;48.50844;9.54079;900.7252;0.06846;85.28406;-2.11419;;;;;;46.808805;6.934859;992.92308;5312.0;12.0;0.53;8.3;13.14491;2781.15052;1094.0;7.0;0.0;413.19823;650.12952;251.24275;50.53841;5.5148;46297.93773;24.07504;0.29325;;-0.2248;1.32753;1.56109;-2.1044;74.78107;100.0;85.28406;0.36809;0.4343;85.28406;-2.11419
97;19.11.19;10:57:31.0;998.39075;48.00727;9.53602;900.10655;0.04203;85.44149;-2.1185;;;;;;46.808755;6.93476;998.43096;5312.0;12.0;0.53;8.3;12.36372;2780.59364;1094.0;7.0;0.0;422.16249;660.08025;250.86513;50.24231;5.50788;46297.82331;24.07402;0.26695;;-0.22492;1.28505;1.6185;-2.0639;75.10873;100.0;85.44149;0.36911;0.43536;85.44149;-2.1185
98;19.11.19;10:57:32.0;1003.30043;47.50611;9.53125;899.55528;0.0156;85.55431;-2.1228;;;;;;46.808704;6.934661;1003.34161;5312.0;12.0;0.53;8.3;11.58253;2780.03675;1094.0;7.0;0.0;431.11905;669.6114;250.48152;49.92029;4.91597;46298.02132;24.07812;0.24064;;-0.22505;1.27869;1.59071;-2.06551;75.18822;100.0;85.55431;0.37014;0.43641;85.55431;-2.1228
99;19.11.19;10:57:33.0;1007.54841;46.88817;9.49995;899.07851;-0.05276;85.63568;-2.14466;;;;;;46.808651;6.934561;1007.59043;5312.0;12.0;0.53;8.3;10.80134;2779.47987;1094.04461;7.0;0.0;440.26917;678.78939;250.08276;49.55827;4.25186;46298.30182;24.0839;0.17241;;-0.22517;1.2066;1.56731;-2.15261;74.78373;100.0;85.63568;0.37282;0.43916;85.63568;-2.14466
100;19.11.19;10:57:34.0;1011.91331;46.17801;9.44993;898.58881;-0.05358;85.71944;-2.16114;;;;;;46.808591;6.934455;1011.95621;5472.36036;12.0;0.54604;8.3;10.02015;2778.92299;1094.27941;7.0;0.0;450.13959;688.48129;249.64057;49.17365;4.36578;46298.58233;24.08529;0.17171;;-0.2253;1.05264;1.54858;-2.20777;74.6;100.0;85.71944;0.37285;0.43919;85.71944;-2.16114
101;19.11.19;10:57:35.0;1016.99062;45.41093;9.39231;898.01933;-0.09525;85.83047;-2.18509;;;;;;46.808529;6.934349;1017.03455;5453.71598;12.0;0.54417;8.3;9.23897;2778.36611;1094.51421;7.0;0.0;460.13179;698.9223;249.1787;48.82665;4.8063;46298.84633;24.08443;0.13018;;-0.22543;0.85134;1.5296;-2.24232;74.55819;100.0;85.83047;0.3745;0.44088;85.83047;-2.18509
102;19.11.19;10:57:36.0;1022.43009;44.61711;9.33116;897.40949;-0.19868;85.97991;-2.25415;;;;;;46.808463;6.934242;1022.47513;5312.0;12.0;0.53;8.3;8.45778;2777.80923;1094.749;7.0;0.0;470.39013;709.57544;248.70548;48.51677;5.06258;46299.11162;24.07938;0.02688;;-0.22556;0.96673;1.51062;-2.28173;74.5;99.99037;85.97991;0.37863;0.4451;85.97991;-2.25415
103;19.11.19;10:57:37.0;1027.86956;43.82329;9.27002;896.80006;-0.31422;86.15533;-2.31814;;;;;;46.808399;6.934138;1027.91572;5490.10651;12.0;0.54781;8.3;9.00145;2777.25235;1094.9838;7.0;0.0;480.29153;720.22859;248.24997;48.20689;5.31886;46299.4359;24.07772;-0.08852;;-0.2257;0.7899;1.52946;-2.30491;74.59011;99.90465;86.15533;0.38329;0.44987;86.15533;-2.31814
104;19.11.19;10:57:38.0;1032.97784;43.02947;9.20887;896.22796;-0.35265;86.33182;-2.34123;;;;;;46.808338;6.934046;1033.02505;5440.73786;12.0;0.54287;8.3;11.42042;2776.69547;1095.2186;7.0;0.0;489.38264;730.24145;247.81624;47.92481;5.10933;46299.54274;24.07667;-0.12683;;-0.22582;0.88334;1.41964;-2.32718;74.74008;99.86759;86.33182;0.38486;0.45147;86.33182;-2.34123
105;19.11.19;10:57:39.0;1038.03226;42.21438;9.14309;895.662;-0.39873;86.49245;-2.36883;;;;;;46.808278;6.933963;1038.08052;5367.8745;12.0;0.53559;8.3;13.83938;2776.13858;1095.45339;7.0;0.0;497.78972;739.50058;247.37636;47.71597;4.93178;46299.66073;24.0773;-0.17278;;-0.22595;0.66531;1.34841;-2.37188;74.8;99.82316;86.49245;0.38676;0.45339;86.49245;-2.36883
106;19.11.19;10:57:40.0;1043.30728;41.38591;9.07439;895.07163;-0.46326;86.62684;-2.40734;;;;;;46.808216;6.933891;1043.35666;5468.00801;12.0;0.5456;8.3;16.25835;2775.5817;1095.68819;7.0;0.0;505.48565;748.60313;246.89728;47.55031;5.1612;46299.62265;24.07794;-0.23717;;-0.22609;0.38196;1.22141;-2.39686;75.002;99.76092;86.62684;0.38943;0.4561;86.62684;-2.40734
107;19.11.19;10:57:41.0;1048.79219;40.56773;9.00489;894.45814;-0.47003;86.73839;-2.4029;;;;;;46.808151;6.933829;1048.84273;5568.14152;12.0;0.55561;8.3;18.67731;2775.02482;1095.92299;7.0;0.0;512.61225;757.60162;246.36394;47.41978;5.48607;46299.87668;24.07858;-0.24381;;-0.22622;0.34505;1.1799;-2.39464;75.38096;99.7545;86.73839;0.3897;0.45638;86.73839;-2.4029
108;19.11.19;10:57:42.0;1054.19446;39.76587;8.93498;893.85428;-0.44397;86.83701;-2.3784;;;;;;46.808083;6.933774;1054.24615;5445.72781;12.0;0.54337;8.3;21.09627;2774.46794;1096.15778;7.0;0.0;519.5574;766.28115;245.80851;47.31085;5.40397;46299.8;24.08067;-0.21762;;-0.22635;0.4603;1.12021;-2.40445;75.7002;99.7798;86.83701;0.38862;0.45529;86.83701;-2.3784
109;19.11.19;10:57:43.0;1059.25973;38.98592;8.86531;893.28841;-0.51274;86.93217;-2.41618;;;;;;46.808016;6.933721;1059.31251;5590.73856;12.0;0.55787;8.3;23.51524;2773.91106;1096.39258;7.0;0.0;526.50255;774.71592;245.25307;47.18735;5.06636;46299.76818;24.08573;-0.28626;;-0.22648;0.59586;1.05435;-2.41668;76.0;99.71349;86.93217;0.39148;0.45819;86.93217;-2.41618
110;19.11.19;10:57:44.0;1064.41734;38.25848;8.79895;892.71245;-0.61146;87.02942;-2.47783;;;;;;46.807949;6.933665;1064.47124;5668.2341;12.0;0.56562;8.3;25.9342;2773.35418;1096.62738;7.0;0.0;533.4477;783.263;244.69764;47.06785;5.15879;46299.5;24.09339;-0.38484;;-0.22662;0.46792;0.99467;-2.4783;76.0;99.61831;87.02942;0.39562;0.46239;87.02942;-2.47783
111;19.11.19;10:57:45.0;1070.01546;37.55936;8.73463;892.08757;-0.64454;87.13256;-2.50528;;;;;;46.80788;6.933602;1070.07059;5413.78117;12.0;0.54018;8.3;28.35317;2772.89843;1096.86217;7.0;0.0;541.06966;792.51492;244.17773;46.9434;5.59906;46299.5;24.08909;-0.41779;;-0.22675;0.17902;0.86833;-2.51478;76.13686;99.58651;87.13256;0.39702;0.46381;87.13256;-2.50528
112;19.11.19;10:57:46.0;1075.50609;36.86024;8.67032;891.47494;-0.66965;87.24621;-2.53497;;;;;;46.80781;6.933534;1075.56243;5312.0;12.0;0.53;8.3;30.77213;2772.61937;1096.9667;7.0;0.0;549.1171;801.86658;243.68015;46.80707;5.78019;46299.5;24.08233;-0.44277;;-0.22688;0.28468;0.84406;-2.55058;76.25504;99.56242;87.24621;0.3981;0.46489;87.24621;-2.53497
113;19.11.19;10:57:47.0;1080.68111;36.16112;8.606;890.89778;-0.77324;87.37456;-2.58466;;;;;;46.807747;6.933464;1080.73862;5312.0;12.0;0.53;8.3;33.1911;2772.34032;1096.88608;7.0;0.0;556.94697;810.86217;243.26879;46.66955;5.64506;46299.53741;24.08206;-0.54622;;-0.22702;0.0976;0.80315;-2.59973;76.2787;99.46266;87.37456;0.40253;0.46937;87.37456;-2.58466
114;19.11.19;10:57:48.0;1085.85614;35.462;8.54169;890.32101;-0.79019;87.52538;-2.58869;;;;;;46.807687;6.933391;1085.91481;5312.0;12.0;0.53;8.3;35.61006;2772.06127;1096.80545;7.0;0.0;564.91594;819.85777;242.92201;46.53204;5.50994;46299.41843;24.07847;-0.56304;;-0.22715;0.0541;0.72949;-2.61013;76.5175;99.44645;87.52538;0.40326;0.47011;87.52538;-2.58869
115;19.11.19;10:57:49.0;1091.03117;34.76288;8.47737;889.74461;-0.84108;87.71214;-2.61225;;;;;;46.807631;6.933319;1091.091;5312.0;12.0;0.53;8.3;37.98866;2771.78222;1096.72482;7.0;0.0;572.63391;828.85337;242.61987;46.39452;5.37482;46299.37713;24.0734;-0.6138;;-0.22728;-0.01395;0.7169;-2.62689;76.7;99.39755;87.71214;0.40547;0.47234;87.71214;-2.61225
116;19.11.19;10:57:50.0;1096.2062;34.07024;8.41804;889.16858;-0.87336;87.94564;-2.6159;;;;;;46.807578;6.933252;1096.26719;5312.0;12.0;0.53;8.3;37.0437;2771.50317;1096.6442;7.0;0.0;579.71076;837.84896;242.3218;46.257;5.2397;46299.4;24.07307;-0.64595;;-0.22742;-0.13309;0.65308;-2.65954;76.77894;99.36658;87.94564;0.40688;0.47375;87.94564;-2.6159
117;19.11.19;10:57:51.0;1101.82609;33.38092;8.36126;888.5433;-0.8679;88.23002;-2.56548;;;;;;46.807524;6.933193;1101.88836;5312.0;12.0;0.53;8.3;36.09875;2771.22412;1096.56357;7.0;0.0;586.53616;846.87593;242.01409;46.16565;5.61503;46299.50489;24.06949;-0.64035;;-0.22755;-0.11731;0.61687;-2.62549;77.25947;99.37197;88.23002;0.40664;0.47351;88.23002;-2.56548
118;19.11.19;10:57:52.0;1107.34617;32.66929;8.30601;887.92943;-0.89378;88.55661;-2.51445;;;;;;46.807469;6.933138;1107.40971;5312.0;12.0;0.53;8.3;35.15379;2770.94507;1096.48295;7.0;0.0;593.26275;855.54832;241.68524;46.09525;5.76819;46299.78961;24.0622;-0.66609;;-0.22769;-0.05146;0.5754;-2.51666;78.19776;99.34718;88.55661;0.40777;0.47465;88.55661;-2.51445
119;19.11.19;10:57:53.0;1112.40258;31.89945;8.25289;887.3675;-0.83244;88.89866;-2.45844;;;;;;46.807409;6.933085;1112.4673;5312.0;12.0;0.53;8.3;34.20884;2770.66602;1096.40232;7.0;0.0;599.98571;863.86205;241.30621;46.00611;5.28838;46299.67905;24.06541;-0.60461;;-0.22782;0.07108;0.54769;-2.44478;78.92658;99.40639;88.89866;0.40509;0.47195;88.89866;-2.45844
120;19.11.19;10:57:54.0;1117.26283;31.1018;8.20055;886.82769;-0.90423;89.22661;-2.43364;;;;;;46.807344;6.933033;1117.32869;5312.0;12.0;0.53;8.3;33.26388;2770.38696;1096.3217;7.0;0.0;606.92151;872.16885;240.88151;45.90043;4.86139;46299.57101;24.06069;-0.67627;;-0.22796;0.06986;0.5234;-2.43064;79.31746;99.33738;89.22661;0.40822;0.47511;89.22661;-2.43364
121;19.11.19;10:57:55.0;1122.31382;30.30416;8.1482;886.26695;-0.92532;89.51413;-2.43016;;;;;;46.807275;6.932978;1122.38087;5312.0;12.0;0.53;8.3;32.31892;2770.10791;1096.24107;7.0;0.0;614.29794;880.91262;240.45255;45.78654;4.86802;46299.43754;24.06304;-0.69723;;-0.22809;0.29063;0.40206;-2.40292;79.80728;99.31721;89.51413;0.40915;0.47604;89.51413;-2.43016
122;19.11.19;10:57:56.0;1127.6873;29.44423;8.09646;885.67074;-0.97916;89.74526;-2.4463;;;;;;46.807209;6.93292;1127.75562;5312.0;12.0;0.53;8.3;31.37397;2769.82886;1096.16045;7.0;0.0;621.81252;890.04022;240.06357;45.67882;5.20765;46299.26232;24.06591;-0.75093;;-0.22823;-0.13956;0.3819;-2.40225;80.13915;99.26553;89.74526;0.41153;0.47843;89.74526;-2.4463
123;19.11.19;10:57:57.0;1133.48269;28.54431;8.04511;885.02808;-1.0301;89.92513;-2.4632;;;;;;46.807142;6.932856;1133.55239;5312.0;12.0;0.53;8.3;30.42901;2769.54981;1096.07982;7.0;0.0;629.78105;899.7091;239.69924;45.57616;5.79677;46299.13924;24.06668;-0.80174;;-0.22836;-0.15664;0.33333;-2.44558;80.2;99.21665;89.92513;0.41379;0.4807;89.92513;-2.4632
124;19.11.19;10:57:58.0;1139.60985;27.60843;7.99364;884.34896;-1.07337;90.08681;-2.4821;;;;;;46.807077;6.932789;1139.68102;5312.0;12.0;0.53;8.3;29.48405;2769.27076;1096.00079;7.0;0.0;637.85092;909.64738;239.36952;45.48941;6.15659;46298.94395;24.07501;-0.84487;;-0.2285;-0.31682;0.21615;-2.49808;80.2;99.17517;90.08681;0.41572;0.48264;90.08681;-2.4821
125;19.11.19;10:57:59.0;1145.66747;26.61985;7.94172;883.67798;-1.11679;90.27918;-2.48939;;;;;;46.807015;6.932723;1145.74011;5312.0;12.0;0.53;8.3;28.5391;2768.99171;1096.07954;7.0;0.0;645.49715;919.35508;239.06301;45.41263;6.09035;46298.72477;24.07799;-0.88815;;-0.22864;-0.49552;0.14962;-2.54207;80.23927;99.13357;90.27918;0.41767;0.48459;90.27918;-2.48939
