Elapsed time AscRate GpsHeightMSL      P   Temp   RH   Dewp Dir Speed
           s     m/s            m    hPa     ?C    %     ?C   ?   m/s
        1299     7.6       8591.5 340.69 -33.30 26.6 -46.17 346 30.35
        1300     7.3       8598.9 340.32 -33.37 26.9 -46.14 346 30.35
        1301     6.9       8605.7 340.00 -33.42 27.0 -46.15 345 30.36
        1302     6.5       8612.1 339.69 -33.46 27.0 -46.18 345 30.36
        1303     6.4       8618.4 339.39 -33.52 27.2 -46.16 345 30.37
        1304     6.6       8624.9 339.07 -33.59 27.7 -46.08 345 30.38
        1305     6.9       8631.8 338.74 -33.67 28.3 -45.95 345 30.39
        1306     7.3       8639.1 338.39 -33.74 29.0 -45.79 345 30.41
        1307     7.4       8646.6 338.02 -33.81 29.6 -45.67 345 30.43
        1308     7.3       8654.0 337.66 -33.87 30.0 -45.59 345 30.46
        1309     6.9       8661.0 337.33 -33.92 30.2 -45.58 345 30.49
        1310     6.4       8667.4 337.02 -33.96 30.1 -45.63 345 30.53
        1311     6.0       8673.4 336.74 -34.01 30.0 -45.70 344 30.56
        1312     5.8       8679.1 336.46 -34.06 30.0 -45.75 344 30.61
        1313     5.6       8684.7 336.19 -34.11 30.1 -45.76 344 30.65
        1314     5.4       8690.2 335.93 -34.17 30.4 -45.73 344 30.70
        1315     5.3       8695.4 335.67 -34.22 30.8 -45.66 344 30.74
        1316     5.2       8700.6 335.42 -34.27 31.2 -45.59 344 30.79
        1317     5.3       8705.9 335.17 -34.32 31.6 -45.50 344 30.84
        1318     5.7       8711.5 334.91 -34.38 32.1 -45.42 344 30.89
        1319     6.1       8717.7 334.59 -34.44 32.7 -45.32 344 30.94
        1320     6.5       8724.2 334.29 -34.51 33.2 -45.22 344 30.99
        1321     6.8       8731.0 333.98 -34.58 33.7 -45.16 344 31.04
        1322     7.0       8738.1 333.63 -34.63 33.7 -45.20 344 31.09
        1323     6.8       8745.0 333.29 -34.66 33.2 -45.37 344 31.13
        1324     6.4       8751.5 332.99 -34.68 32.2 -45.66 344 31.18
        1325     6.0       8757.4 332.71 -34.70 31.2 -45.99 344 31.22
        1326     5.8       8763.1 332.44 -34.74 30.3 -46.27 344 31.26
        1327     5.9       8768.9 332.16 -34.78 29.9 -46.44 344 31.30
        1328     6.3       8775.2 331.86 -34.82 29.9 -46.48 344 31.33
        1329     6.6       8781.9 331.54 -34.85 30.2 -46.41 344 31.37
        1330     6.9       8788.9 331.22 -34.88 30.8 -46.25 344 31.40
        1331     7.0       8796.0 330.87 -34.90 31.7 -46.02 344 31.43
        1332     6.9       8803.0 330.53 -34.94 32.7 -45.76 344 31.45
        1333     6.7       8809.6 330.23 -34.99 33.7 -45.53 344 31.47
        1334     6.7       8816.3 329.93 -35.05 34.6 -45.33 344 31.49
        1335     6.8       8823.2 329.60 -35.12 35.5 -45.16 344 31.51
        1336     6.8       8830.1 329.26 -35.18 36.2 -45.05 344 31.52
        1337     6.5       8836.7 328.95 -35.23 36.5 -45.00 344 31.53
        1338     6.0       8842.7 328.66 -35.28 36.7 -45.01 344 31.55
        1339     5.4       8848.0 328.41 -35.32 36.7 -45.05 344 31.56
        1340     5.0       8852.9 328.18 -35.37 36.7 -45.09 344 31.57
        1341     5.0       8857.7 327.96 -35.42 36.8 -45.10 344 31.58
        1342     5.2       8862.9 327.71 -35.46 37.1 -45.06 344 31.59
        1343     5.6       8868.6 327.45 -35.52 37.6 -45.00 344 31.60
        1344     6.0       8874.6 327.16 -35.58 38.0 -44.95 344 31.61
        1345     6.1       8880.8 326.86 -35.64 38.1 -44.97 344 31.61
        1346     6.0       8886.8 326.58 -35.69 37.9 -45.08 344 31.61
        1347     5.8       8892.5 326.32 -35.75 37.4 -45.25 344 31.62
        1348     5.8       8898.2 326.06 -35.80 36.9 -45.43 344 31.62
        1349     6.1       8904.3 325.77 -35.86 36.4 -45.60 344 31.62
        1350     6.4       8910.7 325.47 -35.92 36.1 -45.75 344 31.62
        1351     6.6       8917.5 325.15 -35.98 35.8 -45.88 344 31.61
        1352     6.5       8924.1 324.84 -36.03 35.5 -45.99 344 31.61
        1353     6.2       8930.3 324.55 -36.09 35.3 -46.10 344 31.61
        1354     5.9       8936.2 324.27 -36.14 35.1 -46.20 344 31.61
        1355     5.6       8941.7 324.02 -36.19 35.0 -46.27 344 31.60
        1356     5.6       8947.2 323.76 -36.23 35.0 -46.30 344 31.60
        1357     5.7       8952.9 323.49 -36.28 35.1 -46.32 344 31.61
        1358     5.9       8958.8 323.22 -36.34 35.4 -46.31 344 31.61
        1359     6.1       8964.9 322.94 -36.40 35.7 -46.29 344 31.61
        1360     6.4       8971.3 322.64 -36.46 36.1 -46.25 344 31.62
        1361     6.5       8977.9 322.33 -36.51 36.4 -46.20 344 31.62
        1362     6.5       8984.5 322.02 -36.56 36.8 -46.16 344 31.63
        1363     6.3       8990.9 321.72 -36.60 36.9 -46.15 344 31.64
        1364     6.1       8996.9 321.44 -36.65 37.0 -46.19 344 31.65
        1365     5.9       9002.8 321.18 -36.71 36.9 -46.26 344 31.67
        1366     5.9       9008.7 320.90 -36.77 36.9 -46.31 344 31.68
        1367     5.9       9014.6 320.63 -36.83 37.3 -46.27 343 31.70
        1368     5.9       9020.5 320.35 -36.87 38.0 -46.15 343 31.72
        1369     5.7       9026.2 320.08 -36.91 38.7 -46.01 343 31.74
        1370     5.4       9031.6 319.84 -36.94 39.2 -45.91 343 31.77
        1371     5.2       9036.7 319.60 -36.96 39.5 -45.86 343 31.79
        1372     5.2       9041.8 319.37 -37.00 39.9 -45.82 343 31.82
        1373     5.4       9047.1 319.12 -37.06 40.4 -45.75 343 31.85
        1374     5.8       9052.9 318.85 -37.13 41.2 -45.63 343 31.88
        1375     6.2       9059.2 318.55 -37.19 42.1 -45.50 342 31.92
        1376     6.6       9065.8 318.25 -37.25 42.7 -45.40 342 31.95
        1377     7.0       9072.8 317.94 -37.30 43.2 -45.36 342 31.99
        1378     7.2       9080.1 317.60 -37.37 43.4 -45.37 342 32.02
        1379     7.2       9087.5 317.26 -37.44 43.5 -45.42 342 32.06
        1380     6.9       9094.5 316.94 -37.50 43.4 -45.51 342 32.10
        1381     6.4       9100.8 316.65 -37.56 43.2 -45.60 342 32.14
        1382     5.9       9106.7 316.38 -37.61 43.0 -45.68 341 32.18
        1383     5.6       9112.2 316.13 -37.65 43.0 -45.73 341 32.22
        1384     5.5       9117.6 315.88 -37.71 43.2 -45.74 341 32.26
        1385     5.7       9123.3 315.62 -37.77 43.6 -45.72 341 32.29
        1386     5.8       9129.3 315.34 -37.83 44.0 -45.68 341 32.33
        1387     5.8       9135.1 315.07 -37.88 44.2 -45.68 341 32.37
        1388     5.6       9140.8 314.82 -37.93 44.2 -45.74 341 32.40
        1389     5.4       9146.2 314.57 -37.98 43.9 -45.84 341 32.43
        1390     5.1       9151.2 314.34 -38.02 43.4 -45.97 341 32.46
        1391     5.0       9156.1 314.12 -38.05 42.9 -46.12 340 32.49
        1392     5.1       9161.1 313.89 -38.09 42.3 -46.27 340 32.52
        1393     5.3       9166.4 313.65 -38.13 41.9 -46.40 340 32.54
        1394     5.7       9172.2 313.38 -38.17 41.9 -46.45 340 32.56
        1395     6.0       9178.2 313.11 -38.23 42.4 -46.39 340 32.57
        1396     6.2       9184.5 312.82 -38.29 43.3 -46.26 340 32.58
        1397     6.3       9190.8 312.53 -38.35 43.8 -46.20 340 32.59
        1398     6.4       9197.2 312.24 -38.39 43.5 -46.30 340 32.59
        1399     6.4       9203.6 311.94 -38.44 42.6 -46.53 340 32.60
        1400     6.5       9209.8 311.68 -38.49 41.6 -46.81 340 32.60
        1401     6.8       9216.5 311.36 -38.55 40.9 -47.02 340 32.60
        1402     7.0       9223.6 311.03 -38.62 40.8 -47.09 340 32.60
        1403     7.1       9230.9 310.71 -38.68 41.5 -47.00 340 32.60
        1404     7.1       9238.0 310.39 -38.74 42.9 -46.75 340 32.60
        1405     6.9       9244.9 310.08 -38.79 45.1 -46.35 340 32.60
        1406     6.8       9251.7 309.77 -38.84 47.8 -45.86 340 32.60
        1407     6.8       9258.5 309.47 -38.90 50.7 -45.38 341 32.59
        1408     6.9       9265.4 309.16 -38.96 53.3 -44.97 341 32.58
        1409     7.1       9272.5 308.83 -39.05 55.3 -44.72 341 32.58
        1410     7.4       9279.8 308.51 -39.15 56.6 -44.58 341 32.58
        1411     7.6       9287.5 308.16 -39.21 57.6 -44.48 341 32.57
        1412     7.8       9295.4 307.80 -39.26 58.1 -44.45 341 32.57
        1413     7.8       9303.1 307.45 -39.33 58.0 -44.54 341 32.56
        1414     7.8       9310.9 307.11 -39.39 57.0 -44.75 341 32.56
        1415     7.9       9318.8 306.75 -39.45 55.7 -45.02 341 32.56
        1416     8.1       9326.9 306.40 -39.52 54.6 -45.28 341 32.55
        1417     8.2       9335.2 306.03 -39.60 53.8 -45.48 341 32.55
        1418     8.1       9343.5 305.66 -39.67 53.3 -45.64 341 32.55
        1419     7.7       9351.3 305.30 -39.73 52.6 -45.81 341 32.54
        1420     7.0       9358.4 304.98 -39.77 51.7 -46.02 341 32.53
        1421     6.3       9364.6 304.71 -39.81 50.5 -46.26 341 32.52
        1422     5.9       9370.3 304.46 -39.84 49.6 -46.46 341 32.51
        1423     6.0       9376.2 304.20 -39.88 49.6 -46.49 341 32.50
        1424     6.3       9382.5 303.92 -39.94 50.7 -46.35 342 32.49
        1425     6.6       9389.2 303.61 -40.00 52.3 -46.12 342 32.47
        1426     6.6       9395.8 303.31 -40.06 53.4 -45.99 342 32.45
        1427     6.4       9402.2 303.03 -40.11 53.3 -46.05 342 32.44
        1428     6.4       9408.4 302.76 -40.16 52.4 -46.26 342 32.42
        1429     6.5       9414.9 302.49 -40.21 51.5 -46.47 342 32.40
        1430     6.8       9421.8 302.17 -40.27 51.0 -46.60 342 32.39
        1431     7.0       9428.9 301.85 -40.33 51.2 -46.64 342 32.36
        1432     6.8       9435.8 301.54 -40.39 51.4 -46.66 342 32.33
        1433     6.4       9442.2 301.26 -40.44 51.0 -46.77 342 32.29
        1434     6.0       9448.1 301.00 -40.49 49.7 -47.05 342 32.24
        1435     5.9       9453.9 300.75 -40.54 47.6 -47.49 342 32.19
        1436     5.9       9459.7 300.49 -40.59 45.2 -48.00 342 32.14
        1437     6.1       9465.9 300.21 -40.65 43.1 -48.47 342 32.08
        1438     6.3       9472.2 299.93 -40.71 41.8 -48.81 342 32.02
        1439     6.5       9478.8 299.65 -40.77 41.3 -48.98 342 31.95
        1440     6.6       9485.4 299.36 -40.82 41.2 -49.05 342 31.88
        1441     6.5       9492.1 299.06 -40.87 41.2 -49.09 342 31.81
        1442     6.2       9498.4 298.78 -40.91 41.2 -49.13 343 31.75
        1443     5.8       9504.1 298.53 -40.96 41.4 -49.12 343 31.68
        1444     5.7       9509.6 298.30 -41.01 42.4 -48.97 343 31.61
        1445     5.9       9515.4 298.05 -41.06 44.3 -48.62 343 31.55
        1446     6.5       9521.9 297.76 -41.12 47.3 -48.09 343 31.48
        1447     6.8       9528.9 297.45 -41.17 50.7 -47.51 343 31.42
        1448     6.7       9535.7 297.14 -41.23 53.6 -47.05 343 31.37
        1449     6.2       9541.9 296.86 -41.26 55.3 -46.80 343 31.32
        1450     5.7       9547.4 296.63 -41.27 55.4 -46.80 343 31.27
        1451     5.7       9552.9 296.40 -41.29 54.2 -47.02 343 31.24
        1452     6.2       9559.0 296.13 -41.33 52.3 -47.37 343 31.20
        1453     6.9       9566.0 295.82 -41.38 50.6 -47.73 343 31.18
        1454     7.6       9573.6 295.49 -41.46 49.7 -47.96 343 31.16
        1455     8.0       9581.7 295.14 -41.53 49.9 -48.00 343 31.14
        1456     8.2       9590.0 294.79 -41.61 51.1 -47.86 343 31.13
        1457     8.0       9598.2 294.43 -41.68 52.7 -47.64 343 31.13
        1458     7.6       9605.8 294.09 -41.75 54.4 -47.42 343 31.13
        1459     6.9       9612.7 293.80 -41.82 55.8 -47.25 343 31.13
        1460     6.2       9618.7 293.54 -41.87 56.7 -47.17 343 31.14
        1461     5.6       9624.3 293.30 -41.93 57.0 -47.17 343 31.15
        1462     5.3       9629.6 293.07 -41.97 56.7 -47.26 343 31.16
        1463     5.1       9634.7 292.84 -42.01 55.9 -47.42 343 31.17
        1464     4.8       9639.5 292.63 -42.04 54.8 -47.64 344 31.17
        1465     4.8       9644.1 292.43 -42.07 53.4 -47.89 344 31.18
        1466     5.1       9649.1 292.21 -42.12 52.1 -48.16 344 31.19
        1467     5.7       9654.8 291.97 -42.17 51.1 -48.39 344 31.20
        1468     6.5       9661.4 291.69 -42.25 50.5 -48.56 344 31.21
        1469     7.3       9668.8 291.36 -42.32 50.1 -48.70 344 31.21
        1470     7.8       9676.7 291.03 -42.40 50.0 -48.79 344 31.22
        1471     7.9       9684.7 290.69 -42.47 50.0 -48.87 344 31.22
        1472     7.6       9692.4 290.35 -42.54 50.0 -48.93 344 31.22
        1473     6.9       9699.4 290.05 -42.60 49.9 -48.99 344 31.22
        1474     6.1       9705.4 289.80 -42.65 49.8 -49.07 344 31.22
        1475     5.4       9710.8 289.57 -42.70 49.5 -49.16 344 31.21
        1476     4.9       9715.7 289.36 -42.74 49.1 -49.28 344 31.21
        1477     4.6       9720.3 289.15 -42.79 48.6 -49.41 344 31.20
        1478     4.6       9724.7 288.96 -42.82 48.1 -49.53 344 31.19
        1479     4.8       9729.4 288.76 -42.87 47.7 -49.65 344 31.19
        1480     5.4       9734.7 288.54 -42.93 47.6 -49.72 344 31.18
        1481     6.1       9740.9 288.27 -43.01 48.2 -49.69 344 31.18
        1482     6.8       9747.8 287.97 -43.09 49.4 -49.55 344 31.18
        1483     7.3       9755.2 287.66 -43.16 51.0 -49.33 344 31.18
        1484     7.3       9762.6 287.34 -43.21 52.4 -49.15 344 31.19
        1485     7.0       9769.6 287.04 -43.26 53.2 -49.05 344 31.19
        1486     6.4       9776.0 286.77 -43.31 53.6 -49.04 344 31.20
        1487     6.0       9781.9 286.53 -43.36 53.5 -49.10 344 31.22
        1488     5.8       9787.6 286.29 -43.42 53.0 -49.23 344 31.23
        1489     5.8       9793.4 286.04 -43.46 52.4 -49.37 344 31.25
        1490     5.8       9799.2 285.78 -43.50 51.8 -49.51 344 31.26
        1491     5.8       9805.1 285.54 -43.54 51.1 -49.66 344 31.28
        1492     5.7       9810.8 285.29 -43.60 50.6 -49.80 344 31.30
        1493     5.5       9816.3 285.06 -43.67 50.5 -49.90 344 31.33
        1494     5.5       9821.6 284.83 -43.74 50.9 -49.90 343 31.35
        1495     5.6       9827.2 284.60 -43.79 51.6 -49.82 343 31.37
        1496     5.9       9833.1 284.35 -43.85 52.6 -49.70 343 31.40
        1497     6.3       9839.4 284.08 -43.90 53.7 -49.58 343 31.43
        1498     6.6       9846.1 283.80 -43.96 54.6 -49.48 343 31.45
        1499     6.5       9852.8 283.51 -44.02 55.4 -49.40 343 31.47
        1500     6.1       9859.0 283.24 -44.07 55.9 -49.37 343 31.50
        1501     5.3       9864.2 283.02 -44.12 56.0 -49.41 343 31.52
        1502     4.8       9868.8 282.84 -44.16 55.7 -49.51 343 31.54
        1503     4.7       9873.4 282.65 -44.21 55.3 -49.62 343 31.55
        1504     5.2       9878.5 282.43 -44.28 55.2 -49.69 343 31.57
        1505     5.8       9884.3 282.18 -44.34 55.5 -49.70 343 31.58
        1506     6.5       9890.8 281.91 -44.41 56.2 -49.65 343 31.59
        1507     7.0       9897.8 281.61 -44.47 57.0 -49.59 343 31.59
        1508     7.3       9905.2 281.31 -44.53 57.2 -49.62 343 31.60
        1509     7.4       9912.8 280.99 -44.60 55.9 -49.88 343 31.60
        1510     7.1       9920.0 280.68 -44.66 54.4 -50.18 343 31.60
        1511     6.4       9926.5 280.41 -44.70 52.6 -50.53 343 31.60
        1512     5.7       9932.1 280.19 -44.74 50.9 -50.85 343 31.60
        1513     5.3       9937.3 279.96 -44.79 49.8 -51.07 343 31.60
        1514     5.2       9942.4 279.75 -44.84 49.7 -51.14 343 31.59
        1515     5.3       9947.7 279.52 -44.90 50.4 -51.08 343 31.59
        1516     5.4       9953.0 279.30 -44.95 51.5 -50.94 343 31.58
        1517     5.5       9958.4 279.06 -45.00 52.6 -50.80 343 31.58
        1518     5.6       9963.9 278.82 -45.04 53.6 -50.67 343 31.57
        1519     5.8       9969.7 278.58 -45.09 54.4 -50.58 343 31.57
        1520     6.2       9975.9 278.34 -45.14 55.1 -50.52 343 31.56
        1521     6.8       9982.7 278.06 -45.22 55.8 -50.49 343 31.56
        1522     7.3       9990.1 277.75 -45.30 56.2 -50.49 343 31.56
        1523     7.6       9997.7 277.44 -45.38 56.5 -50.53 343 31.56
        1524     7.6      10005.4 277.11 -45.45 56.4 -50.61 344 31.56
        1525     7.5      10013.0 276.80 -45.52 56.0 -50.74 344 31.56
        1526     7.3      10020.3 276.50 -45.58 55.3 -50.91 344 31.56
        1527     6.9      10027.2 276.22 -45.63 54.4 -51.10 344 31.56
        1528     6.5      10033.8 275.94 -45.67 53.6 -51.28 344 31.57
        1529     6.0      10039.8 275.69 -45.72 52.8 -51.44 344 31.58
        1530     5.4      10045.1 275.46 -45.77 52.4 -51.55 344 31.59
        1531     5.1      10050.1 275.26 -45.82 52.4 -51.61 344 31.60
        1532     5.2      10055.2 275.05 -45.87 52.6 -51.61 344 31.61
        1533     5.7      10060.9 274.82 -45.93 53.1 -51.60 344 31.63
        1534     6.3      10067.3 274.55 -46.00 53.3 -51.63 344 31.65
        1535     6.9      10074.3 274.27 -46.07 53.1 -51.72 344 31.67
        1536     7.1      10081.6 273.96 -46.13 52.5 -51.88 344 31.69
        1537     7.0      10088.6 273.66 -46.19 51.5 -52.10 344 31.71
        1538     6.5      10095.1 273.40 -46.24 50.4 -52.34 344 31.73
        1539     6.2      10101.2 273.15 -46.29 49.4 -52.57 344 31.75
        1540     6.1      10107.1 272.91 -46.36 48.6 -52.76 344 31.76
        1541     6.3      10113.2 272.67 -46.44 48.3 -52.89 344 31.78
        1542     6.8      10120.0 272.38 -46.51 48.2 -52.97 344 31.79
        1543     7.1      10127.3 272.09 -46.57 48.2 -53.03 344 31.80
        1544     7.3      10134.8 271.77 -46.61 48.1 -53.09 344 31.82
        1545     7.0      10141.9 271.48 -46.63 47.7 -53.18 344 31.83
        1546     6.5      10148.4 271.21 -46.65 47.2 -53.29 344 31.85
        1547     6.0      10154.2 270.98 -46.68 46.5 -53.44 344 31.87
        1548     6.0      10160.0 270.75 -46.72 45.9 -53.60 344 31.88
        1549     6.4      10166.3 270.49 -46.80 45.5 -53.74 344 31.89
        1550     7.2      10173.5 270.20 -46.88 45.3 -53.85 344 31.91
        1551     7.9      10181.5 269.87 -46.96 45.5 -53.89 344 31.92
        1552     8.3      10190.0 269.52 -47.02 45.8 -53.89 344 31.93
        1553     8.4      10198.5 269.17 -47.08 46.3 -53.86 344 31.95
        1554     8.1      10206.5 268.85 -47.13 46.9 -53.80 344 31.96
        1555     7.8      10214.2 268.54 -47.19 47.5 -53.75 344 31.98
        1556     7.6      10221.8 268.23 -47.27 48.1 -53.71 344 32.00
        1557     7.5      10229.4 267.93 -47.35 48.6 -53.68 344 32.02
        1558     7.4      10236.8 267.62 -47.42 49.1 -53.67 344 32.05
        1559     7.0      10243.9 267.34 -47.47 49.5 -53.65 344 32.08
        1560     6.6      10250.5 267.07 -47.51 50.0 -53.61 343 32.11
        1561     6.1      10256.5 266.82 -47.55 50.4 -53.57 343 32.14
        1562     5.7      10262.2 266.60 -47.59 51.0 -53.52 343 32.19
        1563     5.6      10267.7 266.38 -47.63 51.6 -53.45 343 32.23
