Station Position;Payerne_Start
Longitude (°);6.94368
Latitude (°);46.813018
Altitude (m);491.0

Software Version
Software; X-ASMS Brass V1.7.2
Config; SRS-C34-57, 14.08.2013

Barometric Parameter
Barometric Pressure (hPa);
Barometer Height (m);491.0

Surface Weather
Pressure (hPa);969.5
Temperature (°C);12.0
Humidity (%);66.3
Dewpoint (°C);5.91
Wind Velocity (m/s);1.1
Wind Direction (°);088
Clouds;
Ozone (nb);

Sounding;2017102412
Start Date;24.10.17
Start Time;11:06:06
Remark;

Sonde;SRS_C34
Serial Number;4677
Sonde Identifier;57
DTH;0.0

ECC Cells
Background Current Ib1 (uA);
Background Current Ib2 (uA);
Pump Performance (s/100ml);
Serial Number ECC;

IWV (mm);17.772

Pressure Level (hPa);1000.0
Altitude (m);232.22

Sounding Data
Rel. Time;Altitude (gpm);Wind Direction (°);Wind Velocity (m/s);Pressure (hPa);Temperature (°C);Humidity (%);Dewpoint (°C);Ozone (nbar);Ozone normalized (nbar);Pump Temperature (K);I ECC cells (uA);Level Flag;LAT (°);LON (°);Channel Temperature (°C)
269;2021.49;40.46;2.17;805.57;4.82;71.46;0.09;;;;;4;46.809625;6.94008;5.5
270;2027.49;37.01;2.2;804.98;4.77;71.75;0.11;;;;;0;46.809612;6.940067;5.49
271;2033.49;33.67;2.24;804.39;4.72;71.98;0.1;;;;;0;46.809597;6.940053;5.46
272;2039.48;30.54;2.28;803.79;4.65;72.2;0.08;;;;;0;46.80958;6.940047;5.39
273;2045.78;27.66;2.33;803.17;4.62;72.4;0.09;;;;;0;46.809563;6.940042;5.31
274;2051.78;25.07;2.38;802.58;4.58;72.61;0.09;;;;;0;46.809543;6.94004;5.29
275;2056.68;22.77;2.44;802.1;4.54;72.83;0.09;;;;;0;46.80952;6.940035;5.27
276;2061.07;20.76;2.49;801.67;4.5;73.08;0.1;;;;;0;46.809493;6.940028;5.21
277;2066.17;19.03;2.54;801.17;4.46;73.34;0.11;;;;;0;46.809463;6.940017;5.16
278;2078.05;16.34;2.62;800.0;4.32;73.89;0.08;;;;;20;46.809397;6.939979;5.07
279;2078.16;16.32;2.62;799.99;4.32;73.9;0.08;;;;;0;46.809397;6.939978;5.07
280;2084.46;15.29;2.66;799.37;4.28;74.16;0.1;;;;;0;46.80936;6.939962;5.02
281;2090.76;14.46;2.69;798.75;4.25;74.41;0.11;;;;;0;46.809325;6.939948;4.99
282;2097.15;13.82;2.72;798.13;4.22;74.65;0.12;;;;;0;46.80929;6.939942;4.96
283;2102.85;13.35;2.75;797.57;4.18;74.91;0.13;;;;;4;46.809262;6.939937;4.9
284;2107.95;13.05;2.79;797.07;4.15;75.16;0.15;;;;;0;46.809238;6.939937;4.86
285;2113.45;12.9;2.83;796.53;4.11;75.45;0.12;;;;;0;46.809222;6.939937;4.81
286;2119.24;12.9;2.87;795.96;3.99;75.74;0.1;;;;;0;46.809212;6.939937;4.75
287;2125.44;13.04;2.92;795.36;3.97;76.02;0.13;;;;;0;46.809207;6.939937;4.69
288;2131.74;13.31;2.98;794.74;3.95;76.23;0.15;;;;;0;46.8092;6.939933;4.66
289;2137.83;13.69;3.05;794.15;3.93;76.44;0.17;;;;;0;46.809192;6.939932;4.63
290;2143.33;14.16;3.13;793.61;3.91;76.57;0.17;;;;;0;46.809175;6.93993;4.59
291;2148.23;14.7;3.22;793.13;3.89;76.69;0.18;;;;;0;46.80915;6.93993;4.55
292;2153.12;15.3;3.31;792.66;3.87;76.81;0.18;;;;;0;46.809118;6.939923;4.51
293;2158.82;15.92;3.4;792.1;3.88;76.97;0.21;;;;;0;46.809082;6.939913;4.49
294;2165.12;16.56;3.5;791.49;3.89;77.13;0.25;;;;;0;46.809042;6.939893;4.48
295;2171.21;17.19;3.6;790.89;3.89;77.37;0.28;;;;;0;46.809007;6.939878;4.48
296;2177.11;17.78;3.7;790.32;3.85;77.6;0.3;;;;;0;46.808972;6.939863;4.48
297;2183.01;18.33;3.8;789.75;3.81;77.86;0.29;;;;;0;46.808933;6.939848;4.47
298;2188.7;18.81;3.89;789.19;3.73;78.12;0.28;;;;;0;46.808892;6.939833;4.45
299;2194.3;19.21;3.97;788.65;3.69;78.36;0.28;;;;;0;46.80885;6.939818;4.42
300;2200.0;19.51;4.05;788.1;3.65;78.6;0.29;;;;;0;46.808807;6.939798;4.38
301;2205.39;19.7;4.13;787.58;3.62;78.84;0.3;;;;;0;46.808765;6.939772;4.33
303;2216.89;19.69;4.26;786.46;3.56;79.27;0.31;;;;;2;46.808695;6.939705;4.24
305;2230.88;19.13;4.39;785.11;3.42;79.51;0.22;;;;;0;46.808635;6.939655;4.15
306;2237.87;18.64;4.45;784.43;3.36;79.53;0.16;;;;;0;46.808607;6.939633;4.11
307;2244.47;18.03;4.51;783.8;3.3;79.45;0.12;;;;;0;46.808578;6.939615;4.05
308;2250.47;17.3;4.57;783.22;3.29;79.38;0.07;;;;;0;46.808552;6.939593;4.0
309;2256.26;16.48;4.64;782.66;3.28;79.15;0.04;;;;;0;46.808522;6.939568;3.94
310;2262.16;15.6;4.7;782.09;3.31;78.93;0.01;;;;;0;46.808485;6.93954;3.92
311;2268.56;14.67;4.78;781.47;3.34;78.56;-0.02;;;;;0;46.808438;6.939513;3.9
312;2275.15;13.72;4.86;780.84;3.38;78.18;-0.06;;;;;0;46.808388;6.939492;3.91
313;2281.55;12.79;4.94;780.22;3.33;77.76;-0.18;;;;;0;46.808338;6.939473;3.92
314;2287.65;11.89;5.02;779.64;3.28;77.4;-0.26;;;;;0;46.808288;6.93946;3.92
315;2292.84;11.04;5.12;779.14;3.3;77.05;-0.33;;;;;0;46.808243;6.93945;3.93
316;2297.44;10.26;5.21;778.7;3.31;76.85;-0.39;;;;;0;46.808198;6.939445;3.94
317;2302.64;9.55;5.31;778.2;3.24;76.66;-0.45;;;;;0;46.808155;6.93945;3.88
318;2308.63;8.93;5.41;777.62;3.18;76.55;-0.54;;;;;0;46.808108;6.93946;3.82
319;2315.23;8.39;5.51;776.99;3.15;76.42;-0.58;;;;;0;46.80806;6.939468;3.8
320;2321.62;7.93;5.61;776.38;3.15;76.29;-0.61;;;;;0;46.80801;6.939472;3.77
321;2327.42;7.54;5.71;775.82;3.15;76.06;-0.64;;;;;0;46.807958;6.939467;3.77
322;2332.72;7.23;5.81;775.32;3.18;75.84;-0.66;;;;;0;46.807907;6.939453;3.78
323;2338.21;6.97;5.91;774.79;3.21;75.58;-0.66;;;;;0;46.807857;6.939433;3.78
324;2344.21;6.77;6.01;774.22;3.3;75.31;-0.65;;;;;0;46.807807;6.93941;3.81
325;2350.71;6.6;6.11;773.6;3.32;75.06;-0.67;;;;;0;46.807758;6.939388;3.85
326;2357.7;6.47;6.21;772.93;3.35;74.85;-0.71;;;;;0;46.807705;6.939372;3.89
327;2365.0;6.36;6.3;772.24;3.32;74.63;-0.74;;;;;0;46.80765;6.939362;3.94
328;2372.29;6.27;6.39;771.55;3.3;74.49;-0.82;;;;;0;46.807592;6.939357;3.82
329;2379.49;6.19;6.48;770.86;3.23;74.34;-0.89;;;;;0;46.80753;6.939353;3.83
330;2386.68;6.11;6.56;770.18;3.16;74.28;-0.93;;;;;0;46.807463;6.939353;3.84
331;2393.68;6.04;6.64;769.51;3.15;74.22;-0.98;;;;;0;46.807395;6.939352;3.81
332;2399.48;5.96;6.72;768.96;3.15;74.22;-0.99;;;;;0;46.807327;6.939348;3.79
333;2403.87;5.87;6.8;768.55;3.14;74.27;-1.02;;;;;0;46.80726;6.939338;3.79
334;2408.77;5.77;6.87;768.08;3.07;74.33;-1.04;;;;;0;46.807197;6.939325;3.8
335;2414.57;5.67;6.95;767.54;3.0;74.48;-1.07;;;;;0;46.80714;6.939308;3.76
336;2421.16;5.54;7.02;766.91;2.96;74.63;-1.1;;;;;0;46.807083;6.939295;3.72
337;2428.06;5.4;7.09;766.26;2.91;74.83;-1.15;;;;;0;46.807028;6.939283;3.68
338;2435.15;5.23;7.17;765.59;2.78;75.04;-1.19;;;;;0;46.806972;6.939273;3.62
339;2442.35;5.04;7.25;764.91;2.75;75.24;-1.19;;;;;0;46.80691;6.939265;3.56
340;2449.64;4.83;7.33;764.22;2.72;75.39;-1.18;;;;;0;46.806845;6.939258;3.5
341;2456.74;4.6;7.41;763.55;2.71;75.53;-1.17;;;;;0;46.806778;6.93925;3.44
342;2463.13;4.35;7.49;762.95;2.7;75.58;-1.17;;;;;0;46.806708;6.93924;3.39
343;2468.13;4.09;7.58;762.48;2.7;75.63;-1.16;;;;;0;46.806637;6.939232;3.38
344;2472.73;3.81;7.67;762.04;2.7;75.57;-1.24;;;;;0;46.806565;6.93922;3.36
345;2477.82;3.51;7.76;761.56;2.57;75.52;-1.31;;;;;0;46.806498;6.939203;3.32
346;2483.82;3.22;7.85;761.0;2.58;75.45;-1.31;;;;;0;46.806435;6.93919;3.28
347;2490.12;2.91;7.94;760.41;2.6;75.42;-1.34;;;;;0;46.806373;6.93918;3.24
348;2496.31;2.61;8.02;759.83;2.53;75.39;-1.38;;;;;0;46.806312;6.939177;3.2
349;2501.91;2.32;8.1;759.3;2.46;75.43;-1.43;;;;;0;46.806245;6.939178;3.11
350;2507.11;2.03;8.17;758.81;2.41;75.48;-1.48;;;;;0;46.80617;6.939183;3.06
351;2512.1;1.75;8.23;758.34;2.35;75.57;-1.51;;;;;0;46.80609;6.939193;3.02
352;2517.5;1.48;8.28;757.84;2.3;75.69;-1.52;;;;;0;46.806002;6.939198;3.01
353;2523.59;1.23;8.32;757.27;2.29;75.82;-1.53;;;;;0;46.80591;6.939198;3.0
354;2529.29;1.0;8.34;756.73;2.27;76.01;-1.52;;;;;0;46.805823;6.93919;2.98
355;2534.59;0.79;8.35;756.24;2.24;76.2;-1.51;;;;;0;46.80574;6.93918;2.95
356;2540.48;0.61;8.34;755.69;2.2;76.41;-1.51;;;;;0;46.805658;6.939172;2.93
357;2546.98;0.46;8.32;755.08;2.17;76.62;-1.5;;;;;0;46.805577;6.939165;2.92
358;2554.17;0.35;8.28;754.41;2.13;76.74;-1.54;;;;;0;46.805497;6.939165;2.92
359;2561.77;0.29;8.24;753.7;2.05;76.86;-1.58;;;;;0;46.805418;6.939168;2.88
360;2569.06;0.28;8.18;753.02;2.01;76.87;-1.61;;;;;0;46.80534;6.939168;2.84
361;2576.76;0.34;8.11;752.3;1.96;76.86;-1.66;;;;;0;46.805263;6.939168;2.81
362;2584.15;0.48;8.04;751.61;1.92;76.86;-1.7;;;;;0;46.80519;6.93917;2.78
363;2591.25;0.7;7.96;750.95;1.88;76.98;-1.71;;;;;0;46.805117;6.939172;2.67
364;2597.14;1.0;7.87;750.4;1.86;77.1;-1.72;;;;;0;46.805047;6.939175;2.62
366;2607.84;1.88;7.71;749.41;1.64;77.62;-1.84;;;;;0;46.804915;6.939198;2.48
367;2613.73;2.46;7.63;748.86;1.62;77.88;-1.81;;;;;0;46.804855;6.939218;2.4
368;2619.93;3.15;7.56;748.29;1.61;78.09;-1.8;;;;;0;46.804793;6.939237;2.36
369;2625.82;3.84;7.49;747.74;1.57;78.29;-1.79;;;;;0;46.804728;6.93925;2.32
370;2631.62;4.62;7.42;747.2;1.53;78.4;-1.82;;;;;0;46.804662;6.939255;2.24
371;2637.72;5.44;7.37;746.64;1.47;78.52;-1.85;;;;;0;46.804593;6.939247;2.21
372;2643.81;6.28;7.31;746.07;1.41;78.6;-1.88;;;;;0;46.804525;6.939227;2.19
373;2649.01;7.12;7.27;745.59;1.37;78.68;-1.92;;;;;0;46.804457;6.939195;2.15
374;2653.9;7.95;7.23;745.14;1.33;78.74;-1.95;;;;;0;46.804398;6.93916;2.11
375;2659.1;8.74;7.19;744.66;1.28;78.8;-1.97;;;;;0;46.804338;6.939127;2.07
376;2664.6;9.49;7.16;744.15;1.26;78.85;-2.0;;;;;0;46.804282;6.939098;2.03
377;2670.69;10.19;7.13;743.59;1.24;78.91;-2.01;;;;;0;46.804223;6.939077;1.92
378;2677.29;10.83;7.1;742.98;1.2;78.96;-2.03;;;;;0;46.804162;6.93906;1.91
379;2684.48;11.41;7.07;742.32;1.17;79.06;-2.05;;;;;0;46.804095;6.93904;1.9
380;2691.48;11.91;7.04;741.67;1.13;79.15;-2.07;;;;;0;46.804025;6.939015;1.85
381;2698.37;12.35;7.02;741.04;1.05;79.3;-2.12;;;;;0;46.803953;6.938993;1.81
382;2705.07;12.72;6.99;740.42;0.97;79.5;-2.16;;;;;0;46.803883;6.938978;1.8
383;2711.56;13.01;6.97;739.82;0.91;79.69;-2.19;;;;;0;46.803817;6.938968;1.78
384;2717.46;13.23;6.95;739.28;0.86;79.87;-2.19;;;;;0;46.803758;6.938952;1.66
386;2728.25;13.45;6.91;738.29;0.85;80.13;-2.19;;;;;0;46.803658;6.93891;1.55
387;2733.95;13.45;6.9;737.77;0.83;80.21;-2.19;;;;;0;46.803608;6.93888;1.52
388;2739.54;13.36;6.9;737.25;0.81;80.23;-2.2;;;;;0;46.803552;6.938847;1.49
389;2745.24;13.2;6.9;736.73;0.79;80.26;-2.24;;;;;0;46.803493;6.938817;1.45
391;2757.83;12.64;6.92;735.58;0.67;80.31;-2.31;;;;;0;46.803372;6.93877;1.37
392;2765.52;12.24;6.95;734.87;0.63;80.35;-2.36;;;;;0;46.80331;6.938752;1.34
393;2773.02;11.78;6.98;734.19;0.58;80.36;-2.41;;;;;0;46.803253;6.938732;1.31
394;2780.21;11.26;7.02;733.53;0.52;80.37;-2.46;;;;;0;46.803197;6.938708;1.26
395;2786.81;10.69;7.08;732.93;0.48;80.37;-2.49;;;;;0;46.80314;6.938678;1.21
396;2792.9;10.09;7.14;732.37;0.44;80.4;-2.52;;;;;0;46.80308;6.938647;1.19
397;2798.1;9.48;7.21;731.9;0.41;80.44;-2.55;;;;;0;46.803018;6.93862;1.17
398;2803.39;8.85;7.29;731.42;0.37;80.61;-2.58;;;;;0;46.802955;6.938602;1.07
399;2809.59;8.24;7.39;730.85;0.3;80.77;-2.61;;;;;0;46.802892;6.938592;1.04
400;2816.88;7.65;7.49;730.19;0.22;81.01;-2.64;;;;;0;46.80283;6.938588;1.01
401;2824.28;7.09;7.59;729.52;0.16;81.26;-2.66;;;;;0;46.802768;6.938593;0.93
402;2831.47;6.58;7.71;728.86;0.14;81.45;-2.65;;;;;0;46.802708;6.938593;0.85
403;2838.12;6.11;7.83;728.26;0.13;81.44;-2.66;;;;;2;46.802645;6.93859;0.84
404;2844.76;5.7;7.95;727.65;0.11;81.44;-2.68;;;;;2;46.802575;6.938583;0.84
405;2850.36;5.33;8.08;727.15;0.09;81.14;-2.75;;;;;0;46.8025;6.938577;0.83
406;2855.55;5.02;8.21;726.68;0.07;80.83;-2.82;;;;;0;46.802418;6.938572;0.82
407;2861.05;4.76;8.34;726.18;0.05;80.34;-2.86;;;;;0;46.802337;6.938567;0.8
408;2866.94;4.55;8.48;725.64;0.16;79.84;-2.9;;;;;0;46.802255;6.938563;0.82
409;2873.64;4.38;8.61;725.04;0.16;79.28;-2.99;;;;;0;46.80218;6.938553;0.84
410;2880.53;4.24;8.75;724.42;0.15;78.67;-3.08;;;;;0;46.802105;6.938542;0.85
411;2887.53;4.14;8.89;723.78;0.19;78.06;-3.17;;;;;0;46.802028;6.938527;0.85
412;2894.22;4.07;9.03;723.18;0.23;77.25;-3.28;;;;;0;46.801948;6.93851;0.82
413;2900.32;4.02;9.17;722.63;0.26;76.43;-3.39;;;;;0;46.801863;6.938493;0.86
414;2905.51;4.0;9.31;722.16;0.28;75.05;-3.54;;;;;0;46.801777;6.938483;0.9
415;2910.61;4.0;9.45;721.71;0.45;73.67;-3.69;;;;;2;46.801692;6.93848;0.94
416;2916.5;4.01;9.59;721.18;0.52;71.58;-4.01;;;;;0;46.801608;6.938482;0.97
417;2923.5;4.04;9.74;720.55;0.58;68.65;-4.48;;;;;0;46.80153;6.938487;1.02
418;2930.79;4.09;9.88;719.89;0.73;65.72;-4.94;;;;;0;46.80145;6.938487;1.07
419;2937.99;4.14;10.02;719.25;0.87;61.88;-5.6;;;;;0;46.80137;6.93848;1.27
420;2944.98;4.21;10.15;718.62;1.05;58.04;-6.26;;;;;0;46.801285;6.938467;1.38
421;2951.78;4.28;10.28;718.02;1.23;53.77;-7.05;;;;;0;46.801198;6.938452;1.49
422;2957.87;4.36;10.4;717.47;1.57;49.51;-7.84;;;;;0;46.801105;6.938438;1.62
423;2963.47;4.44;10.52;716.98;1.69;45.18;-8.91;;;;;0;46.801005;6.93843;1.75
424;2969.26;4.53;10.62;716.46;1.81;41.03;-10.09;;;;;0;46.800898;6.938427;1.86
425;2974.96;4.61;10.7;715.96;1.9;36.88;-11.28;;;;;0;46.800787;6.938417;1.97
426;2980.25;4.68;10.78;715.49;1.99;33.34;-12.53;;;;;0;46.800673;6.938402;2.2
427;2985.65;4.75;10.83;715.01;2.06;29.81;-13.78;;;;;0;46.800563;6.938382;2.28
428;2991.74;4.81;10.87;714.47;2.12;27.04;-14.88;;;;;0;46.800457;6.938362;2.35
429;2998.74;4.86;10.9;713.85;2.39;24.28;-15.98;;;;;2;46.800355;6.938345;2.44
430;3006.03;4.9;10.91;713.2;2.45;21.97;-17.13;;;;;0;46.800257;6.938332;2.53
431;3013.53;4.91;10.9;712.54;2.5;20.0;-18.27;;;;;0;46.80016;6.938318;2.62
432;3020.82;4.91;10.88;711.9;2.52;18.02;-19.41;;;;;0;46.800062;6.938303;2.71
433;3027.61;4.89;10.85;711.3;2.54;16.5;-20.45;;;;;0;46.79996;6.938287;2.79
434;3033.61;4.84;10.81;710.77;2.6;14.99;-21.48;;;;;0;46.799857;6.938273;2.83
435;3038.7;4.76;10.76;710.32;2.66;13.99;-22.26;;;;;0;46.799755;6.938263;2.87
436;3043.6;4.66;10.7;709.89;2.69;12.99;-23.03;;;;;0;46.799655;6.938258;2.89
437;3049.1;4.52;10.64;709.41;2.68;12.37;-23.59;;;;;0;46.79956;6.938255;2.91
438;3055.49;4.34;10.59;708.85;2.67;12.08;-23.88;;;;;0;46.799468;6.938248;2.91
439;3062.58;4.15;10.53;708.23;2.65;11.78;-24.17;;;;;2;46.799378;6.938235;2.91
440;3069.98;3.92;10.48;707.58;2.63;11.77;-24.2;;;;;2;46.799288;6.938213;2.95
441;3077.37;3.67;10.44;706.93;2.6;11.76;-24.23;;;;;0;46.799198;6.938188;2.93
442;3084.37;3.39;10.41;706.32;2.58;11.89;-24.13;;;;;0;46.799107;6.938162;2.9
443;3091.36;3.1;10.4;705.71;2.53;12.03;-24.04;;;;;0;46.799013;6.938144;2.86
444;3097.75;2.81;10.4;705.15;2.48;12.19;-23.92;;;;;0;46.798919;6.938127;2.82
445;3103.45;2.52;10.41;704.65;2.43;12.35;-23.82;;;;;0;46.798825;6.938118;2.78
446;3108.64;2.24;10.45;704.2;2.36;12.51;-23.73;;;;;0;46.798738;6.938115;2.75
447;3114.14;1.97;10.5;703.72;2.28;12.63;-23.68;;;;;0;46.798652;6.93812;2.7
448;3119.74;1.73;10.56;703.23;2.23;12.75;-23.62;;;;;0;46.798572;6.938128;2.65
449;3125.33;1.51;10.65;702.74;2.17;12.82;-23.58;;;;;0;46.798497;6.93814;2.61
450;3131.23;1.32;10.74;702.23;2.16;12.9;-23.54;;;;;0;46.79842;6.938155;2.58
451;3136.82;1.14;10.84;701.74;2.15;12.94;-23.51;;;;;0;46.79834;6.93817;2.54
452;3141.92;0.99;10.95;701.3;2.13;12.98;-23.48;;;;;0;46.798253;6.938182;2.53
453;3147.21;0.84;11.07;700.84;2.16;13.01;-23.45;;;;;0;46.798157;6.93819;2.53
454;3156.85;0.58;11.25;700.0;2.16;13.37;-23.15;;;;;10;46.797974;6.938182;2.54
455;3158.9;0.53;11.28;699.82;2.15;13.44;-23.08;;;;;0;46.797935;6.938178;2.54
456;3165.1;0.35;11.38;699.28;2.12;14.18;-22.55;;;;;0;46.79782;6.938165;2.55
457;3171.79;0.13;11.47;698.7;2.02;14.92;-22.01;;;;;0;46.797703;6.938147;2.53
458;3178.88;359.88;11.55;698.09;1.95;16.13;-21.17;;;;;0;46.797587;6.938132;2.51
459;3186.18;359.58;11.61;697.46;1.88;17.63;-20.22;;;;;0;46.79747;6.938123;2.47
460;3193.27;359.23;11.65;696.84;1.84;19.13;-19.28;;;;;0;46.797352;6.938117;2.43
461;3200.56;358.82;11.68;696.21;1.79;20.7;-18.41;;;;;0;46.797233;6.938108;2.35
462;3207.76;358.37;11.7;695.59;1.78;22.26;-17.55;;;;;0;46.797117;6.938102;2.31
463;3214.65;357.86;11.71;695.0;1.76;23.69;-16.87;;;;;0;46.797002;6.938092;2.26
464;3221.15;357.32;11.7;694.44;1.68;25.11;-16.19;;;;;0;46.79689;6.938083;2.24
465;3227.14;356.74;11.7;693.92;1.6;26.39;-15.66;;;;;0;46.796785;6.93808;2.21
466;3232.94;356.14;11.68;693.42;1.53;27.55;-15.22;;;;;0;46.796687;6.938083;2.15
467;3239.13;355.54;11.67;692.89;1.44;28.71;-14.78;;;;;0;46.796593;6.938098;2.1
468;3245.72;354.96;11.66;692.32;1.35;29.78;-14.4;;;;;0;46.796502;6.938122;1.95
469;3252.62;354.39;11.65;691.73;1.31;30.85;-14.02;;;;;0;46.796407;6.938152;1.89
470;3259.71;353.87;11.64;691.12;1.26;31.81;-13.71;;;;;0;46.796308;6.938183;1.84
471;3266.31;353.41;11.64;690.55;1.16;32.77;-13.41;;;;;0;46.796207;6.938212;1.8
472;3273.0;353.01;11.65;689.97;1.1;33.6;-13.15;;;;;0;46.796105;6.938238;1.76
473;3278.79;352.68;11.67;689.48;1.04;34.31;-12.95;;;;;0;46.796005;6.938262;1.71
474;3284.39;352.43;11.69;689.0;0.98;35.01;-12.75;;;;;0;46.795905;6.938288;1.66
475;3290.08;352.25;11.71;688.51;0.93;35.63;-12.57;;;;;0;46.795807;6.938323;1.56
476;3295.78;352.16;11.74;688.02;0.91;36.26;-12.39;;;;;4;46.795705;6.938362;1.54
477;3301.17;352.13;11.77;687.56;0.88;36.87;-12.21;;;;;0;46.7956;6.9384;1.51
478;3306.37;352.18;11.8;687.11;0.83;37.49;-12.04;;;;;0;46.79549;6.938432;1.47
479;3311.86;352.28;11.83;686.64;0.79;38.17;-11.85;;;;;0;46.795378;6.938457;1.43
480;3317.66;352.43;11.87;686.15;0.75;39.01;-11.62;;;;;0;46.79527;6.938475;1.43
481;3323.95;352.62;11.91;685.61;0.72;39.84;-11.38;;;;;0;46.79516;6.938488;1.43
482;3330.05;352.84;11.94;685.09;0.68;40.8;-11.13;;;;;0;46.795053;6.9385;1.29
483;3335.64;353.08;11.98;684.61;0.62;41.76;-10.88;;;;;0;46.79495;6.938517;1.25
484;3341.34;353.34;12.02;684.13;0.55;42.59;-10.7;;;;;0;46.794847;6.938537;1.21
485;3347.83;353.61;12.06;683.57;0.48;43.42;-10.51;;;;;0;46.794738;6.93856;1.22
486;3354.22;353.88;12.1;683.03;0.5;44.05;-10.31;;;;;0;46.794627;6.938578;1.23
487;3360.62;354.14;12.15;682.49;0.52;44.54;-10.17;;;;;0;46.794512;6.938592;1.2
488;3366.41;354.41;12.2;681.99;0.51;45.02;-10.03;;;;;0;46.7944;6.938602;1.16
489;3372.31;354.66;12.25;681.49;0.5;45.43;-9.94;;;;;0;46.794292;6.938612;1.1
490;3378.0;354.91;12.32;681.01;0.45;45.84;-9.86;;;;;0;46.794188;6.938622;1.08
491;3383.6;355.15;12.39;680.53;0.4;46.14;-9.82;;;;;0;46.794087;6.938635;1.06
492;3389.49;355.38;12.46;680.03;0.35;46.45;-9.78;;;;;0;46.793987;6.938653;1.0
493;3395.59;355.62;12.55;679.52;0.3;46.56;-9.8;;;;;0;46.793883;6.938668;0.95
494;3402.18;355.85;12.64;678.96;0.25;46.66;-9.82;;;;;2;46.793773;6.938685;0.92
495;3408.97;356.09;12.73;678.38;0.22;46.61;-9.85;;;;;0;46.793658;6.938697;0.89
496;3415.97;356.35;12.83;677.79;0.2;46.45;-9.91;;;;;0;46.793542;6.938702;0.88
497;3422.56;356.62;12.94;677.23;0.19;46.29;-9.98;;;;;0;46.793428;6.938705;0.86
498;3428.85;356.91;13.05;676.7;0.17;45.98;-10.09;;;;;0;46.793313;6.938712;0.85
499;3434.65;357.23;13.15;676.21;0.13;45.67;-10.2;;;;;0;46.7932;6.93872;0.81
500;3440.64;357.58;13.26;675.71;0.08;45.14;-10.39;;;;;0;46.793085;6.938733;0.77
501;3447.34;357.96;13.36;675.14;0.04;44.6;-10.58;;;;;0;46.792963;6.938748;0.77
502;3454.43;358.38;13.46;674.55;0.03;43.9;-10.79;;;;;0;46.792838;6.938765;0.76
503;3461.62;358.85;13.54;673.94;0.01;43.07;-11.05;;;;;0;46.79271;6.938782;0.72
504;3469.11;359.35;13.62;673.31;0.0;42.24;-11.3;;;;;0;46.792582;6.938792;0.67
505;3476.61;359.88;13.69;672.68;-0.02;38.32;-12.57;;;;;0;46.792457;6.9388;0.65
506;3483.0;0.45;13.75;672.14;0.0;34.4;-13.84;;;;;0;46.79233;6.938808;0.66
507;3488.4;1.04;13.8;671.69;0.02;33.75;-14.09;;;;;0;46.792205;6.938817;0.67
508;3493.79;1.65;13.84;671.24;-0.02;33.1;-14.33;;;;;0;46.792075;6.938825;0.63
509;3499.78;2.25;13.86;670.73;-0.05;32.52;-14.57;;;;;0;46.791942;6.93883;0.59
510;3506.48;2.85;13.88;670.17;-0.08;32.02;-14.79;;;;;0;46.791803;6.93883;0.55
511;3513.37;3.41;13.9;669.6;-0.12;31.51;-15.02;;;;;0;46.791663;6.938822;0.51
512;3520.26;3.93;13.91;669.02;-0.15;31.11;-15.2;;;;;0;46.791527;6.938808;0.45
513;3526.56;4.39;13.91;668.49;-0.17;30.71;-15.38;;;;;0;46.791395;6.938788;0.42
514;3532.05;4.77;13.92;668.04;-0.2;30.41;-15.55;;;;;0;46.791267;6.938762;0.39
515;3537.35;5.07;13.93;667.59;-0.28;30.11;-15.71;;;;;2;46.791145;6.93873;0.37
516;3543.14;5.26;13.94;667.11;-0.33;29.87;-15.85;;;;;0;46.791032;6.938688;0.35
517;3549.54;5.34;13.96;666.58;-0.38;29.7;-15.96;;;;;0;46.790923;6.938643;0.31
518;3556.13;5.31;13.98;666.03;-0.42;29.52;-16.07;;;;;0;46.790817;6.938597;0.26
519;3562.72;5.18;14.01;665.48;-0.46;29.39;-16.16;;;;;0;46.790708;6.93855;0.18
520;3569.61;4.95;14.06;664.9;-0.51;29.27;-16.25;;;;;0;46.790598;6.938502;0.14
521;3576.71;4.64;14.11;664.31;-0.56;29.18;-16.3;;;;;0;46.790482;6.93846;0.11
522;3583.1;4.26;14.17;663.78;-0.53;29.09;-16.34;;;;;0;46.79036;6.938425;0.1
523;3588.2;3.82;14.24;663.36;-0.5;29.01;-16.4;;;;;0;46.790233;6.938395;0.08
524;3593.39;3.36;14.31;662.93;-0.58;28.93;-16.45;;;;;0;46.7901;6.938382;0.06
525;3598.69;2.89;14.39;662.49;-0.65;28.84;-16.55;;;;;0;46.789967;6.938382;0.03
526;3604.68;2.42;14.48;661.99;-0.72;28.74;-16.64;;;;;2;46.789832;6.938395;0.02
527;3611.37;1.97;14.56;661.44;-0.76;28.64;-16.73;;;;;0;46.789698;6.938417;0.01
528;3618.67;1.55;14.64;660.83;-0.8;28.52;-16.8;;;;;0;46.789563;6.938445;-0.11
529;3626.06;1.18;14.72;660.22;-0.81;28.39;-16.88;;;;;0;46.789427;6.938472;-0.14
530;3633.35;0.85;14.79;659.62;-0.82;28.23;-16.95;;;;;0;46.789292;6.938493;-0.17
531;3640.04;0.57;14.84;659.06;-0.83;28.08;-17.03;;;;;0;46.789157;6.938507;-0.17
